Day,Area,Price/Block,Band,Demand,Excess Demand,Provisional Price,Price Increment Applicable,Price,lat,long
12,Himachal Pradesh,2.9,1800,30,-21,2.88,0,14.4,31.79,77.1
12,Karnataka,37.37,1800,0,-9,37,0,185,15,75
12,Kerala,15.9,1800,3,-2,15.9,0,79.5,10,76.25
12,Kolkata,31.01,1800,0,-35,29.82,0,149.1,22.56263,88.36304
12,North East,2.2,1800,33,-9,2.2,0,11,28,95
12,Odisha,6.68,1800,25,-56,6.62,0,33.1,26,94.2
12,Punjab,14.34,1800,3,-5,14.2,0,71,30.8,75.5
12,Rajasthan,15.27,1800,0,-52,14.55,0,72.75,27,74
12,Tamil Nadu,45,1800,85,-10,45,0,225,11,78
12,Uttar Pradesh E,19.78,1800,18,-3,19.59,0,97.95,26,82
12,Uttar Pradesh W,19,1800,3,-8,19,0,95,28,80
12,Andhra Pradesh,1375,2100,0,-1,0,0,0,16,80
12,Assam,195.11,2100,0,-1,193.18,0,38.636,26.2006043,92.9375739
12,Delhi,3315,2100,0,-1,0,0,0,28.38,77.12
12,Gujarat,1302.9,2100,0,-1,1290,0,258,23,72
12,Haryana,232.3,2100,0,-1,230,0,46,29.3,76
12,Karnataka,1658.78,2100,0,-1,1642.36,0,328.472,15,75
12,Kerala,594.45,2100,0,-1,588.57,0,117.714,10,76.25
12,Kolkata,583.74,2100,0,-1,577.97,0,115.594,22.56263,88.36304
12,Madhya Pradesh,461.31,2100,0,-1,456.75,0,91.35,23.3,80
12,Maharashtra,1520.05,2100,0,-1,1505,0,301,20,76
12,Mumbai,3245,2100,0,-1,0,0,0,19.07283,72.88261
12,North East,55.9,2100,0,-1,55.35,0,11.07,29,95
12,Odisha,182.06,2100,0,-1,180.26,0,36.052,26,94.2
12,Rajasthan,706.11,2100,0,-1,699.12,0,139.824,27,74
12,Tamil Nadu,1737.2,2100,0,-1,1720,0,344,11,78
12,Uttar Pradesh E,456.01,2100,0,-1,451.5,0,90.3,26,82
12,Uttar Pradesh W,530.6,2100,0,-1,525.35,0,105.07,28,80
13,Andhra Pradesh,699.81,800,4,-1,686.09,0,548.872,16,80
13,Assam,102.77,800,8,-3,102.77,0,82.216,26.2006043,92.9375739
13,Bihar,106.25,800,1,-3,106.25,0,85,25.11,85.32
13,Delhi,998.23,800,4,1,998.23,9.98,798.584,28.38,77.12
13,Gujarat,350.65,800,0,-2,347.18,0,277.744,23,72
13,Haryana,77.07,800,1,-5,70.71,0,56.568,29.3,76
13,Himachal Pradesh,26.66,800,0,-7,24.46,0,19.568,31.79,77.1
13,Kashmir,36.05,800,2,-5,35.35,0,28.28,33.94,76.54
13,Karnataka,378.75,800,0,-1,0,0,0,15,75
13,Kolkata,185.58,800,0,-1,183.75,0,147,22.56263,88.36304
13,Madhya Pradesh,391.29,800,4,-1,391.29,0,313.032,23.3,80
13,Maharashtra,887.35,800,5,2,887.35,17.74,709.88,20,76
13,Mumbai,918.46,800,0,-6,909.37,0,727.496,19.07283,72.88261
13,North East,28.76,800,4,-7,28.48,0,22.784,28,95
13,Odisha,53.86,800,0,-6,51.3,0,41.04,26,94.2
13,Punjab,112.67,800,0,-3,107.31,0,85.848,30.8,75.5
13,Tamil Nadu,450,800,0,-1,0,0,0,11,78
13,Uttar Pradesh E,167.5,800,0,-3,0,0,0,26,82
13,Uttar Pradesh W,118.75,800,0,-1,0,0,0,28,80
13,West Bengal,71.96,800,0,-1,71.25,0,57,23,87
13,Andhra Pradesh,144.31,900,45,-25,136.15,0,680.75,16,80
13,Assam,37.35,900,0,-31,36.99,0,184.95,26.2006043,92.9375739
13,Bihar,81.36,900,25,-6,80.56,0,402.8,25.11,85.32
13,Gujarat,146.71,900,30,-40,134.6,0,673,23,72
13,Haryana,30.24,900,31,-31,29.36,0,146.8,29.3,76
13,Himachal Pradesh,11.6,900,0,-62,11.49,0,57.45,31.79,77.1
13,Karnataka,122.65,900,44,-26,111.5,0,557.5,15,75
13,Kerala,74.61,900,30,-32,73.88,0,369.4,10,76.25
13,Madhya Pradesh,64.99,900,37,-25,61.9,0,309.5,23.3,80
13,Maharashtra,156.14,900,0,-70,154.6,0,773,20,76
13,North East,10.48,900,0,-44,10.38,0,51.9,28,95
13,Odisha,28.91,900,6,-25,27.8,0,139,26,94.2
13,Punjab,74.31,900,75,-3,72.15,0,360.75,30.8,75.5
13,Rajasthan,91.44,900,31,-31,90.54,0,452.7,27,74
13,Uttar Pradesh E,89.02,900,0,-31,88.14,0,440.7,26,82
13,Uttar Pradesh W,110.25,900,30,-1,110.25,0,551.25,28,80
13,West Bengal,41.91,900,0,-22,41.5,0,207.5,23,87
13,Andhra Pradesh,49.04,1800,6,-13,48.56,0,242.8,16,80
13,Bihar,12.4,1800,0,-10,0,0,0,25.11,85.32
13,Gujarat,48.07,1800,0,-17,47.6,0,238,23,72
13,Haryana,9.59,1800,23,-17,9.32,0,46.6,29.3,76
13,Himachal Pradesh,2.92,1800,0,-51,2.9,0,14.5,31.79,77.1
13,Karnataka,37.37,1800,0,-9,37,0,185,15,75
13,Kerala,16.37,1800,8,3,16.37,0.16,81.85,10,76.25
13,Kolkata,31.01,1800,0,-35,29.82,0,149.1,22.56263,88.36304
13,North East,2.2,1800,33,-9,2.2,0,11,28,95
13,Odisha,6.68,1800,25,-56,6.62,0,33.1,26,94.2
13,Punjab,14.34,1800,3,-5,14.2,0,71,30.8,75.5
13,Rajasthan,15.27,1800,0,-52,14.55,0,72.75,27,74
13,Tamil Nadu,45,1800,85,-10,45,0,225,11,78
13,Uttar Pradesh E,19.78,1800,18,-3,19.59,0,97.95,26,82
13,Uttar Pradesh W,19,1800,3,-8,19,0,95,28,80
13,Andhra Pradesh,1375,2100,0,-1,0,0,0,16,80
13,Assam,195.11,2100,0,-1,193.18,0,38.636,26.2006043,92.9375739
13,Delhi,3315,2100,0,-1,0,0,0,28.38,77.12
13,Gujarat,1302.9,2100,0,-1,1290,0,258,23,72
13,Haryana,232.3,2100,0,-1,230,0,46,29.3,76
13,Karnataka,1658.78,2100,0,-1,1642.36,0,328.472,15,75
13,Kerala,594.45,2100,0,-1,588.57,0,117.714,10,76.25
13,Kolkata,583.74,2100,0,-1,577.97,0,115.594,22.56263,88.36304
13,Madhya Pradesh,461.31,2100,0,-1,456.75,0,91.35,23.3,80
13,Maharashtra,1520.05,2100,0,-1,1505,0,301,20,76
13,Mumbai,3245,2100,0,-1,0,0,0,19.07283,72.88261
13,North East,55.9,2100,0,-1,55.35,0,11.07,29,95
13,Odisha,182.06,2100,0,-1,180.26,0,36.052,26,94.2
13,Rajasthan,706.11,2100,0,-1,699.12,0,139.824,27,74
13,Tamil Nadu,1737.2,2100,0,-1,1720,0,344,11,78
13,Uttar Pradesh E,456.01,2100,0,-1,451.5,0,90.3,26,82
13,Uttar Pradesh W,530.6,2100,0,-1,525.35,0,105.07,28,80
14,Andhra Pradesh,742.63,800,4,-1,728.07,0,582.456,16,80
14,Assam,103.79,800,4,-7,102.77,0,82.216,26.2006043,92.9375739
14,Bihar,106.25,800,1,-3,106.25,0,85,25.11,85.32
14,Delhi,1028.47,800,4,1,1028.47,10.28,822.776,28.38,77.12
14,Gujarat,350.65,800,0,-2,347.18,0,277.744,23,72
14,Haryana,77.07,800,1,-5,70.71,0,56.568,29.3,76
14,Himachal Pradesh,26.66,800,0,-7,24.46,0,19.568,31.79,77.1
14,Kashmir,36.05,800,2,-5,35.35,0,28.28,33.94,76.54
14,Karnataka,378.75,800,0,-1,0,0,0,15,75
14,Kolkata,185.58,800,0,-1,183.75,0,147,22.56263,88.36304
14,Madhya Pradesh,427.56,800,4,-1,427.56,0,342.048,23.3,80
14,Maharashtra,941.65,800,5,2,941.65,18.83,753.32,20,76
14,Mumbai,918.46,800,0,-6,909.37,0,727.496,19.07283,72.88261
14,North East,29.33,800,12,1,29.33,0.29,23.464,28,95
14,Odisha,53.86,800,0,-6,51.3,0,41.04,26,94.2
14,Punjab,112.67,800,0,-3,107.31,0,85.848,30.8,75.5
14,Tamil Nadu,450,800,0,-1,0,0,0,11,78
14,Uttar Pradesh E,167.5,800,0,-3,0,0,0,26,82
14,Uttar Pradesh W,118.75,800,0,-1,0,0,0,28,80
14,West Bengal,71.96,800,0,-1,71.25,0,57,23,87
14,Andhra Pradesh,144.31,900,45,-25,136.15,0,680.75,16,80
14,Assam,37.35,900,0,-31,36.99,0,184.95,26.2006043,92.9375739
14,Bihar,81.36,900,25,-6,80.56,0,402.8,25.11,85.32
14,Gujarat,146.71,900,30,-40,134.6,0,673,23,72
14,Haryana,30.24,900,61,-1,30.24,0,151.2,29.3,76
14,Himachal Pradesh,11.6,900,0,-62,11.49,0,57.45,31.79,77.1
14,Karnataka,122.65,900,44,-26,111.5,0,557.5,15,75
14,Kerala,74.61,900,30,-32,73.88,0,369.4,10,76.25
14,Madhya Pradesh,64.99,900,37,-25,61.9,0,309.5,23.3,80
14,Maharashtra,156.14,900,0,-70,154.6,0,773,20,76
14,North East,10.48,900,0,-44,10.38,0,51.9,28,95
14,Odisha,28.91,900,6,-25,27.8,0,139,26,94.2
14,Punjab,74.31,900,75,-3,72.15,0,360.75,30.8,75.5
14,Rajasthan,91.44,900,31,-31,90.54,0,452.7,27,74
14,Uttar Pradesh E,89.02,900,0,-31,88.14,0,440.7,26,82
14,Uttar Pradesh W,110.25,900,30,-1,110.25,0,551.25,28,80
14,West Bengal,41.91,900,0,-22,41.5,0,207.5,23,87
14,Andhra Pradesh,49.04,1800,6,-13,48.56,0,242.8,16,80
14,Bihar,12.4,1800,0,-10,0,0,0,25.11,85.32
14,Gujarat,48.07,1800,0,-17,47.6,0,238,23,72
14,Haryana,9.59,1800,23,-17,9.32,0,46.6,29.3,76
14,Himachal Pradesh,2.96,1800,30,-21,2.94,0,14.7,31.79,77.1
14,Karnataka,37.37,1800,0,-9,37,0,185,15,75
14,Kerala,16.85,1800,0,-5,16.69,0,83.45,10,76.25
14,Kolkata,31.01,1800,0,-35,29.82,0,149.1,22.56263,88.36304
14,North East,2.2,1800,38,-4,2.2,0,11,28,95
14,Odisha,6.68,1800,25,-56,6.62,0,33.1,26,94.2
14,Punjab,14.34,1800,3,-5,14.2,0,71,30.8,75.5
14,Rajasthan,15.27,1800,0,-52,14.55,0,72.75,27,74
14,Tamil Nadu,45,1800,85,-10,45,0,225,11,78
14,Uttar Pradesh E,19.78,1800,18,-3,19.59,0,97.95,26,82
14,Uttar Pradesh W,19,1800,3,-8,19,0,95,28,80
14,Andhra Pradesh,1375,2100,0,-1,0,0,0,16,80
14,Assam,195.11,2100,0,-1,193.18,0,38.636,26.2006043,92.9375739
14,Delhi,3315,2100,0,-1,0,0,0,28.38,77.12
14,Gujarat,1302.9,2100,0,-1,1290,0,258,23,72
14,Haryana,232.3,2100,0,-1,230,0,46,29.3,76
14,Karnataka,1658.78,2100,0,-1,1642.36,0,328.472,15,75
14,Kerala,594.45,2100,0,-1,588.57,0,117.714,10,76.25
14,Kolkata,583.74,2100,0,-1,577.97,0,115.594,22.56263,88.36304
14,Madhya Pradesh,461.31,2100,0,-1,456.75,0,91.35,23.3,80
14,Maharashtra,1520.05,2100,0,-1,1505,0,301,20,76
14,Mumbai,3245,2100,0,-1,0,0,0,19.07283,72.88261
14,North East,55.9,2100,0,-1,55.35,0,11.07,29,95
14,Odisha,182.06,2100,0,-1,180.26,0,36.052,26,94.2
14,Rajasthan,706.11,2100,0,-1,699.12,0,139.824,27,74
14,Tamil Nadu,1737.2,2100,0,-1,1720,0,344,11,78
14,Uttar Pradesh E,456.01,2100,0,-1,451.5,0,90.3,26,82
14,Uttar Pradesh W,530.6,2100,0,-1,525.35,0,105.07,28,80
15,Andhra Pradesh,757.48,800,0,-5,742.63,0,594.104,16,80
15,Assam,103.79,800,4,-7,102.77,0,82.216,26.2006043,92.9375739
15,Bihar,106.25,800,1,-3,106.25,0,85,25.11,85.32
15,Delhi,1038.75,800,1,-2,1038.75,0,831,28.38,77.12
15,Gujarat,350.65,800,0,-2,347.18,0,277.744,23,72
15,Haryana,77.07,800,1,-5,70.71,0,56.568,29.3,76
15,Himachal Pradesh,26.66,800,0,-7,24.46,0,19.568,31.79,77.1
15,Kashmir,36.05,800,2,-5,35.35,0,28.28,33.94,76.54
15,Karnataka,378.75,800,0,-1,0,0,0,15,75
15,Kolkata,185.58,800,0,-1,183.75,0,147,22.56263,88.36304
15,Madhya Pradesh,467.19,800,4,-1,467.19,0,373.752,23.3,80
15,Maharashtra,960.48,800,2,-1,960.48,0,768.384,20,76
15,Mumbai,918.46,800,0,-6,909.37,0,727.496,19.07283,72.88261
15,North East,30.2,800,12,1,30.2,0.3,24.16,28,95
15,Odisha,53.86,800,0,-6,51.3,0,41.04,26,94.2
15,Punjab,112.67,800,0,-3,107.31,0,85.848,30.8,75.5
15,Tamil Nadu,450,800,0,-1,0,0,0,11,78
15,Uttar Pradesh E,167.5,800,0,-3,0,0,0,26,82
15,Uttar Pradesh W,118.75,800,0,-1,0,0,0,28,80
15,West Bengal,71.96,800,0,-1,71.25,0,57,23,87
15,Andhra Pradesh,144.31,900,45,-25,136.15,0,680.75,16,80
15,Assam,37.35,900,0,-31,36.99,0,184.95,26.2006043,92.9375739
15,Bihar,81.36,900,25,-6,80.56,0,402.8,25.11,85.32
15,Gujarat,146.71,900,30,-40,134.6,0,673,23,72
15,Haryana,30.24,900,61,-1,30.24,0,151.2,29.3,76
15,Himachal Pradesh,11.6,900,0,-62,11.49,0,57.45,31.79,77.1
15,Karnataka,122.65,900,44,-26,111.5,0,557.5,15,75
15,Kerala,74.61,900,30,-32,73.88,0,369.4,10,76.25
15,Madhya Pradesh,64.99,900,37,-25,61.9,0,309.5,23.3,80
15,Maharashtra,156.14,900,0,-70,154.6,0,773,20,76
15,North East,10.48,900,0,-44,10.38,0,51.9,28,95
15,Odisha,28.91,900,6,-25,27.8,0,139,26,94.2
15,Punjab,74.31,900,75,-3,72.15,0,360.75,30.8,75.5
15,Rajasthan,96.07,900,102,40,96.07,7.68,480.35,27,74
15,Uttar Pradesh E,95.3,900,60,29,95.3,5.71,476.5,26,82
15,Uttar Pradesh W,121.54,900,55,24,121.54,6.07,607.7,28,80
15,West Bengal,41.91,900,0,-22,41.5,0,207.5,23,87
15,Andhra Pradesh,49.04,1800,6,-13,48.56,0,242.8,16,80
15,Bihar,12.4,1800,0,-10,0,0,0,25.11,85.32
15,Gujarat,48.07,1800,0,-17,47.6,0,238,23,72
15,Haryana,9.59,1800,23,-17,9.32,0,46.6,29.3,76
15,Himachal Pradesh,3.09,1800,56,5,3.09,0.03,15.45,31.79,77.1
15,Karnataka,37.37,1800,0,-9,37,0,185,15,75
15,Kerala,16.85,1800,0,-5,16.69,0,83.45,10,76.25
15,Kolkata,31.01,1800,0,-35,29.82,0,149.1,22.56263,88.36304
15,North East,2.2,1800,38,-4,2.2,0,11,28,95
15,Odisha,6.68,1800,25,-56,6.62,0,33.1,26,94.2
15,Punjab,14.34,1800,3,-5,14.2,0,71,30.8,75.5
15,Rajasthan,15.27,1800,0,-52,14.55,0,72.75,27,74
15,Tamil Nadu,45,1800,85,-10,45,0,225,11,78
15,Uttar Pradesh E,19.78,1800,18,-3,19.59,0,97.95,26,82
15,Uttar Pradesh W,19,1800,3,-8,19,0,95,28,80
15,Andhra Pradesh,1375,2100,0,-1,0,0,0,16,80
15,Assam,195.11,2100,0,-1,193.18,0,38.636,26.2006043,92.9375739
15,Delhi,3315,2100,0,-1,0,0,0,28.38,77.12
15,Gujarat,1302.9,2100,0,-1,1290,0,258,23,72
15,Haryana,232.3,2100,0,-1,230,0,46,29.3,76
15,Karnataka,1658.78,2100,0,-1,1642.36,0,328.472,15,75
15,Kerala,594.45,2100,0,-1,588.57,0,117.714,10,76.25
15,Kolkata,583.74,2100,0,-1,577.97,0,115.594,22.56263,88.36304
15,Madhya Pradesh,461.31,2100,0,-1,456.75,0,91.35,23.3,80
15,Maharashtra,1520.05,2100,0,-1,1505,0,301,20,76
15,Mumbai,3245,2100,0,-1,0,0,0,19.07283,72.88261
15,North East,55.9,2100,0,-1,55.35,0,11.07,29,95
15,Odisha,182.06,2100,0,-1,180.26,0,36.052,26,94.2
15,Rajasthan,706.11,2100,0,-1,699.12,0,139.824,27,74
15,Tamil Nadu,1737.2,2100,0,-1,1720,0,344,11,78
15,Uttar Pradesh E,456.01,2100,0,-1,451.5,0,90.3,26,82
15,Uttar Pradesh W,530.6,2100,0,-1,525.35,0,105.07,28,80
16,Andhra Pradesh,757.48,800,0,-5,742.63,0,594.104,16,80
16,Assam,103.79,800,4,-7,102.77,0,82.216,26.2006043,92.9375739
16,Bihar,107.31,800,0,-4,106.25,0,85,25.11,85.32
16,Delhi,1038.75,800,1,-2,1038.75,0,831,28.38,77.12
16,Gujarat,350.65,800,0,-2,347.18,0,277.744,23,72
16,Haryana,77.07,800,1,-5,70.71,0,56.568,29.3,76
16,Himachal Pradesh,26.66,800,0,-7,24.46,0,19.568,31.79,77.1
16,Kashmir,36.05,800,2,-5,35.35,0,28.28,33.94,76.54
16,Karnataka,378.75,800,0,-1,0,0,0,15,75
16,Kolkata,185.58,800,0,-1,183.75,0,147,22.56263,88.36304
16,Madhya Pradesh,495.63,800,4,-1,495.63,0,396.504,23.3,80
16,Maharashtra,960.48,800,2,-1,960.48,0,768.384,20,76
16,Mumbai,918.46,800,0,-6,909.37,0,727.496,19.07283,72.88261
16,North East,30.8,800,8,-3,30.8,0,24.64,28,95
16,Odisha,53.86,800,0,-6,51.3,0,41.04,26,94.2
16,Punjab,112.67,800,0,-3,107.31,0,85.848,30.8,75.5
16,Tamil Nadu,450,800,0,-1,0,0,0,11,78
16,Uttar Pradesh E,167.5,800,0,-3,0,0,0,26,82
16,Uttar Pradesh W,118.75,800,0,-1,0,0,0,28,80
16,West Bengal,71.96,800,0,-1,71.25,0,57,23,87
16,Andhra Pradesh,144.31,900,45,-25,136.15,0,680.75,16,80
16,Assam,37.35,900,0,-31,36.99,0,184.95,26.2006043,92.9375739
16,Bihar,81.36,900,25,-6,80.56,0,402.8,25.11,85.32
16,Gujarat,146.71,900,30,-40,134.6,0,673,23,72
16,Haryana,30.24,900,61,-1,30.24,0,151.2,29.3,76
16,Himachal Pradesh,11.6,900,0,-62,11.49,0,57.45,31.79,77.1
16,Karnataka,122.65,900,44,-26,111.5,0,557.5,15,75
16,Kerala,74.61,900,30,-32,73.88,0,369.4,10,76.25
16,Madhya Pradesh,64.99,900,37,-25,61.9,0,309.5,23.3,80
16,Maharashtra,156.14,900,0,-70,154.6,0,773,20,76
16,North East,10.48,900,0,-44,10.38,0,51.9,28,95
16,Odisha,28.91,900,6,-25,27.8,0,139,26,94.2
16,Punjab,74.31,900,75,-3,72.15,0,360.75,30.8,75.5
16,Rajasthan,111.18,900,71,9,111.18,2.22,555.9,27,74
16,Uttar Pradesh E,109.22,900,29,-2,109.22,0,546.1,26,82
16,Uttar Pradesh W,140.68,900,30,-1,140.68,0,703.4,28,80
16,West Bengal,41.91,900,0,-22,41.5,0,207.5,23,87
16,Andhra Pradesh,49.04,1800,6,-13,48.56,0,242.8,16,80
16,Bihar,12.4,1800,0,-10,0,0,0,25.11,85.32
16,Gujarat,48.07,1800,0,-17,47.6,0,238,23,72
16,Haryana,9.59,1800,23,-17,9.32,0,46.6,29.3,76
16,Himachal Pradesh,3.18,1800,25,-26,3.15,0,15.75,31.79,77.1
16,Karnataka,37.37,1800,0,-9,37,0,185,15,75
16,Kerala,16.85,1800,0,-5,16.69,0,83.45,10,76.25
16,Kolkata,31.01,1800,0,-35,29.82,0,149.1,22.56263,88.36304
16,North East,2.2,1800,38,-4,2.2,0,11,28,95
16,Odisha,6.68,1800,25,-56,6.62,0,33.1,26,94.2
16,Punjab,14.34,1800,3,-5,14.2,0,71,30.8,75.5
16,Rajasthan,15.27,1800,0,-52,14.55,0,72.75,27,74
16,Tamil Nadu,45,1800,85,-10,45,0,225,11,78
16,Uttar Pradesh E,19.78,1800,18,-3,19.59,0,97.95,26,82
16,Uttar Pradesh W,19,1800,3,-8,19,0,95,28,80
16,Andhra Pradesh,1375,2100,0,-1,0,0,0,16,80
16,Assam,195.11,2100,0,-1,193.18,0,38.636,26.2006043,92.9375739
16,Delhi,3315,2100,0,-1,0,0,0,28.38,77.12
16,Gujarat,1302.9,2100,0,-1,1290,0,258,23,72
16,Haryana,232.3,2100,0,-1,230,0,46,29.3,76
16,Karnataka,1658.78,2100,0,-1,1642.36,0,328.472,15,75
16,Kerala,594.45,2100,0,-1,588.57,0,117.714,10,76.25
16,Kolkata,583.74,2100,0,-1,577.97,0,115.594,22.56263,88.36304
16,Madhya Pradesh,461.31,2100,0,-1,456.75,0,91.35,23.3,80
16,Maharashtra,1520.05,2100,0,-1,1505,0,301,20,76
16,Mumbai,3245,2100,0,-1,0,0,0,19.07283,72.88261
16,North East,55.9,2100,0,-1,55.35,0,11.07,29,95
16,Odisha,182.06,2100,0,-1,180.26,0,36.052,26,94.2
16,Rajasthan,706.11,2100,0,-1,699.12,0,139.824,27,74
16,Tamil Nadu,1737.2,2100,0,-1,1720,0,344,11,78
16,Uttar Pradesh E,456.01,2100,0,-1,451.5,0,90.3,26,82
16,Uttar Pradesh W,530.6,2100,0,-1,525.35,0,105.07,28,80
17,Andhra Pradesh,757.48,800,0,-5,742.63,0,594.104,16,80
17,Assam,103.79,800,4,-7,102.77,0,82.216,26.2006043,92.9375739
17,Bihar,107.31,800,4,0,107.31,1.07,85.848,25.11,85.32
17,Delhi,1038.75,800,1,-2,1038.75,0,831,28.38,77.12
17,Gujarat,350.65,800,0,-2,347.18,0,277.744,23,72
17,Haryana,77.07,800,1,-5,70.71,0,56.568,29.3,76
17,Himachal Pradesh,26.66,800,0,-7,24.46,0,19.568,31.79,77.1
17,Kashmir,36.05,800,2,-5,35.35,0,28.28,33.94,76.54
17,Karnataka,378.75,800,0,-1,0,0,0,15,75
17,Kolkata,185.58,800,0,-1,183.75,0,147,22.56263,88.36304
17,Madhya Pradesh,510.49,800,4,-1,510.49,0,408.392,23.3,80
17,Maharashtra,960.48,800,2,-1,960.48,0,768.384,20,76
17,Mumbai,918.46,800,0,-6,909.37,0,727.496,19.07283,72.88261
17,North East,31.72,800,4,-7,31.41,0,25.128,28,95
17,Odisha,53.86,800,0,-6,51.3,0,41.04,26,94.2
17,Punjab,112.67,800,0,-3,107.31,0,85.848,30.8,75.5
17,Tamil Nadu,450,800,0,-1,0,0,0,11,78
17,Uttar Pradesh E,167.5,800,3,0,167.5,1.67,134,26,82
17,Uttar Pradesh W,118.75,800,0,-1,0,0,0,28,80
17,West Bengal,71.96,800,0,-1,71.25,0,57,23,87
17,Andhra Pradesh,144.31,900,45,-25,136.15,0,680.75,16,80
17,Assam,37.35,900,0,-31,36.99,0,184.95,26.2006043,92.9375739
17,Bihar,88.86,900,7,-24,88.86,0,444.3,25.11,85.32
17,Gujarat,146.71,900,30,-40,134.6,0,673,23,72
17,Haryana,30.24,900,61,-1,30.24,0,151.2,29.3,76
17,Himachal Pradesh,11.6,900,0,-62,11.49,0,57.45,31.79,77.1
17,Karnataka,122.65,900,44,-26,111.5,0,557.5,15,75
17,Kerala,74.61,900,30,-32,73.88,0,369.4,10,76.25
17,Madhya Pradesh,64.99,900,37,-25,61.9,0,309.5,23.3,80
17,Maharashtra,156.14,900,0,-70,154.6,0,773,20,76
17,North East,10.48,900,0,-44,10.38,0,51.9,28,95
17,Odisha,28.91,900,6,-25,27.8,0,139,26,94.2
17,Punjab,74.31,900,75,-3,72.15,0,360.75,30.8,75.5
17,Rajasthan,131.24,900,40,-22,131.24,0,656.2,27,74
17,Uttar Pradesh E,126.43,900,54,23,126.43,6.32,632.15,26,82
17,Uttar Pradesh W,147.71,900,25,-6,147.71,0,738.55,28,80
17,West Bengal,41.91,900,0,-22,41.5,0,207.5,23,87
17,Andhra Pradesh,49.04,1800,6,-13,48.56,0,242.8,16,80
17,Bihar,12.4,1800,0,-10,0,0,0,25.11,85.32
17,Gujarat,48.07,1800,0,-17,47.6,0,238,23,72
17,Haryana,9.59,1800,23,-17,9.32,0,46.6,29.3,76
17,Himachal Pradesh,3.21,1800,0,-51,3.18,0,15.9,31.79,77.1
17,Karnataka,37.37,1800,0,-9,37,0,185,15,75
17,Kerala,16.85,1800,0,-5,16.69,0,83.45,10,76.25
17,Kolkata,31.01,1800,0,-35,29.82,0,149.1,22.56263,88.36304
17,North East,2.2,1800,38,-4,2.2,0,11,28,95
17,Odisha,6.68,1800,25,-56,6.62,0,33.1,26,94.2
17,Punjab,14.34,1800,3,-5,14.2,0,71,30.8,75.5
17,Rajasthan,15.27,1800,0,-52,14.55,0,72.75,27,74
17,Tamil Nadu,45,1800,85,-10,45,0,225,11,78
17,Uttar Pradesh E,21.39,1800,17,-4,20.77,0,103.85,26,82
17,Uttar Pradesh W,19.38,1800,0,-11,19.19,0,95.95,28,80
17,Andhra Pradesh,1375,2100,0,-1,0,0,0,16,80
17,Assam,195.11,2100,0,-1,193.18,0,38.636,26.2006043,92.9375739
17,Delhi,3315,2100,0,-1,0,0,0,28.38,77.12
17,Gujarat,1302.9,2100,0,-1,1290,0,258,23,72
17,Haryana,232.3,2100,0,-1,230,0,46,29.3,76
17,Karnataka,1658.78,2100,0,-1,1642.36,0,328.472,15,75
17,Kerala,594.45,2100,0,-1,588.57,0,117.714,10,76.25
17,Kolkata,583.74,2100,0,-1,577.97,0,115.594,22.56263,88.36304
17,Madhya Pradesh,461.31,2100,0,-1,456.75,0,91.35,23.3,80
17,Maharashtra,1520.05,2100,0,-1,1505,0,301,20,76
17,Mumbai,3245,2100,0,-1,0,0,0,19.07283,72.88261
17,North East,55.9,2100,0,-1,55.35,0,11.07,29,95
17,Odisha,182.06,2100,0,-1,180.26,0,36.052,26,94.2
17,Rajasthan,706.11,2100,0,-1,699.12,0,139.824,27,74
17,Tamil Nadu,1737.2,2100,0,-1,1720,0,344,11,78
17,Uttar Pradesh E,456.01,2100,0,-1,451.5,0,90.3,26,82
17,Uttar Pradesh W,530.6,2100,0,-1,525.35,0,105.07,28,80
18,Andhra Pradesh,757.48,800,0,-5,742.63,0,594.104,16,80
18,Assam,103.79,800,4,-7,102.77,0,82.216,26.2006043,92.9375739
18,Bihar,108.38,800,0,-4,107.31,0,85.848,25.11,85.32
18,Delhi,1049.13,800,1,-2,1049.13,0,839.304,28.38,77.12
18,Gujarat,350.65,800,0,-2,347.18,0,277.744,23,72
18,Haryana,77.07,800,1,-5,70.71,0,56.568,29.3,76
18,Himachal Pradesh,26.66,800,0,-7,24.46,0,19.568,31.79,77.1
18,Kashmir,36.05,800,2,-5,35.35,0,28.28,33.94,76.54
18,Karnataka,378.75,800,0,-1,0,0,0,15,75
18,Kolkata,185.58,800,0,-1,183.75,0,147,22.56263,88.36304
18,Madhya Pradesh,510.49,800,4,-1,510.49,0,408.392,23.3,80
18,Maharashtra,979.68,800,2,-1,979.68,0,783.744,20,76
18,Mumbai,918.46,800,0,-6,909.37,0,727.496,19.07283,72.88261
18,North East,31.72,800,8,-3,31.72,0,25.376,28,95
18,Odisha,53.86,800,0,-6,51.3,0,41.04,26,94.2
18,Punjab,112.67,800,0,-3,107.31,0,85.848,30.8,75.5
18,Tamil Nadu,450,800,0,-1,0,0,0,11,78
18,Uttar Pradesh E,169.17,800,0,-3,167.5,0,134,26,82
18,Uttar Pradesh W,119.93,800,0,-1,118.75,0,95,28,80
18,West Bengal,71.96,800,0,-1,71.25,0,57,23,87
18,Andhra Pradesh,144.31,900,45,-25,136.15,0,680.75,16,80
18,Assam,37.35,900,0,-31,36.99,0,184.95,26.2006043,92.9375739
18,Bihar,88.86,900,8,-23,88.86,0,444.3,25.11,85.32
