Day,Area,Price1,Band,Demand,Excess Demand,Provisional Price,Price Increment Applicable,lat,long,Price
11,Andhra Pradesh,144.31,900,45,-25,136.15,0,16,80,680.75
11,Assam,37.35,900,0,-31,36.99,0,26.2006043,92.9375739,184.95
11,Bihar,81.36,900,25,-6,80.56,0,25.11,85.32,402.8
11,Gujarat,146.71,900,30,-40,134.6,0,23,72,673
11,Haryana,30.24,900,31,-31,29.36,0,29.3,76,146.8
11,Himachal Pradesh,11.6,900,0,-62,11.49,0,31.79,77.1,57.45
11,Karnataka,122.65,900,44,-26,111.5,0,15,75,557.5
11,Kerala,74.61,900,30,-32,73.88,0,10,76.25,369.4
11,Madhya Pradesh,64.99,900,37,-25,61.9,0,23.3,80,309.5
11,Maharashtra,156.14,900,0,-70,154.6,0,20,76,773
11,North East,10.48,900,0,-44,10.38,0,28,95,51.9
11,Odisha,28.91,900,6,-25,27.8,0,26,94.2,139
11,Punjab,74.31,900,75,-3,72.15,0,30.8,75.5,360.75
11,Rajasthan,91.44,900,29,-33,90.54,0,27,74,452.7
11,Uttar Pradesh E,89.02,900,0,-31,88.14,0,26,82,440.7
11,Uttar Pradesh W,110.25,900,30,-1,110.25,0,28,80,551.25
11,West Bengal,40.69,900,30,8,40.69,0.81,23,87,203.45
12,Andhra Pradesh,144.31,900,45,-25,136.15,0,16,80,680.75
12,Assam,37.35,900,0,-31,36.99,0,26.2006043,92.9375739,184.95
12,Bihar,81.36,900,25,-6,80.56,0,25.11,85.32,402.8
12,Gujarat,146.71,900,30,-40,134.6,0,23,72,673
12,Haryana,30.24,900,31,-31,29.36,0,29.3,76,146.8
12,Himachal Pradesh,11.6,900,0,-62,11.49,0,31.79,77.1,57.45
12,Karnataka,122.65,900,44,-26,111.5,0,15,75,557.5
12,Kerala,74.61,900,30,-32,73.88,0,10,76.25,369.4
12,Madhya Pradesh,64.99,900,37,-25,61.9,0,23.3,80,309.5
12,Maharashtra,156.14,900,0,-70,154.6,0,20,76,773
12,North East,10.48,900,0,-44,10.38,0,28,95,51.9
12,Odisha,28.91,900,6,-25,27.8,0,26,94.2,139
12,Punjab,74.31,900,75,-3,72.15,0,30.8,75.5,360.75
12,Rajasthan,91.44,900,31,-31,90.54,0,27,74,452.7
12,Uttar Pradesh E,89.02,900,0,-31,88.14,0,26,82,440.7
12,Uttar Pradesh W,110.25,900,30,-1,110.25,0,28,80,551.25
12,West Bengal,41.91,900,0,-22,41.5,0,23,87,207.5
13,Andhra Pradesh,144.31,900,45,-25,136.15,0,16,80,680.75
13,Assam,37.35,900,0,-31,36.99,0,26.2006043,92.9375739,184.95
13,Bihar,81.36,900,25,-6,80.56,0,25.11,85.32,402.8
13,Gujarat,146.71,900,30,-40,134.6,0,23,72,673
13,Haryana,30.24,900,31,-31,29.36,0,29.3,76,146.8
13,Himachal Pradesh,11.6,900,0,-62,11.49,0,31.79,77.1,57.45
13,Karnataka,122.65,900,44,-26,111.5,0,15,75,557.5
13,Kerala,74.61,900,30,-32,73.88,0,10,76.25,369.4
13,Madhya Pradesh,64.99,900,37,-25,61.9,0,23.3,80,309.5
13,Maharashtra,156.14,900,0,-70,154.6,0,20,76,773
13,North East,10.48,900,0,-44,10.38,0,28,95,51.9
13,Odisha,28.91,900,6,-25,27.8,0,26,94.2,139
13,Punjab,74.31,900,75,-3,72.15,0,30.8,75.5,360.75
13,Rajasthan,91.44,900,31,-31,90.54,0,27,74,452.7
13,Uttar Pradesh E,89.02,900,0,-31,88.14,0,26,82,440.7
13,Uttar Pradesh W,110.25,900,30,-1,110.25,0,28,80,551.25
13,West Bengal,41.91,900,0,-22,41.5,0,23,87,207.5
14,Andhra Pradesh,144.31,900,45,-25,136.15,0,16,80,680.75
14,Assam,37.35,900,0,-31,36.99,0,26.2006043,92.9375739,184.95
14,Bihar,81.36,900,25,-6,80.56,0,25.11,85.32,402.8
14,Gujarat,146.71,900,30,-40,134.6,0,23,72,673
14,Haryana,30.24,900,61,-1,30.24,0,29.3,76,151.2
14,Himachal Pradesh,11.6,900,0,-62,11.49,0,31.79,77.1,57.45
14,Karnataka,122.65,900,44,-26,111.5,0,15,75,557.5
14,Kerala,74.61,900,30,-32,73.88,0,10,76.25,369.4
14,Madhya Pradesh,64.99,900,37,-25,61.9,0,23.3,80,309.5
14,Maharashtra,156.14,900,0,-70,154.6,0,20,76,773
14,North East,10.48,900,0,-44,10.38,0,28,95,51.9
14,Odisha,28.91,900,6,-25,27.8,0,26,94.2,139
14,Punjab,74.31,900,75,-3,72.15,0,30.8,75.5,360.75
14,Rajasthan,91.44,900,31,-31,90.54,0,27,74,452.7
14,Uttar Pradesh E,89.02,900,0,-31,88.14,0,26,82,440.7
14,Uttar Pradesh W,110.25,900,30,-1,110.25,0,28,80,551.25
14,West Bengal,41.91,900,0,-22,41.5,0,23,87,207.5
15,Andhra Pradesh,144.31,900,45,-25,136.15,0,16,80,680.75
15,Assam,37.35,900,0,-31,36.99,0,26.2006043,92.9375739,184.95
15,Bihar,81.36,900,25,-6,80.56,0,25.11,85.32,402.8
15,Gujarat,146.71,900,30,-40,134.6,0,23,72,673
15,Haryana,30.24,900,61,-1,30.24,0,29.3,76,151.2
15,Himachal Pradesh,11.6,900,0,-62,11.49,0,31.79,77.1,57.45
15,Karnataka,122.65,900,44,-26,111.5,0,15,75,557.5
15,Kerala,74.61,900,30,-32,73.88,0,10,76.25,369.4
15,Madhya Pradesh,64.99,900,37,-25,61.9,0,23.3,80,309.5
15,Maharashtra,156.14,900,0,-70,154.6,0,20,76,773
15,North East,10.48,900,0,-44,10.38,0,28,95,51.9
15,Odisha,28.91,900,6,-25,27.8,0,26,94.2,139
15,Punjab,74.31,900,75,-3,72.15,0,30.8,75.5,360.75
15,Rajasthan,96.07,900,102,40,96.07,7.68,27,74,480.35
15,Uttar Pradesh E,95.3,900,60,29,95.3,5.71,26,82,476.5
15,Uttar Pradesh W,121.54,900,55,24,121.54,6.07,28,80,607.7
15,West Bengal,41.91,900,0,-22,41.5,0,23,87,207.5
16,Andhra Pradesh,144.31,900,45,-25,136.15,0,16,80,680.75
16,Assam,37.35,900,0,-31,36.99,0,26.2006043,92.9375739,184.95
16,Bihar,81.36,900,25,-6,80.56,0,25.11,85.32,402.8
16,Gujarat,146.71,900,30,-40,134.6,0,23,72,673
16,Haryana,30.24,900,61,-1,30.24,0,29.3,76,151.2
16,Himachal Pradesh,11.6,900,0,-62,11.49,0,31.79,77.1,57.45
16,Karnataka,122.65,900,44,-26,111.5,0,15,75,557.5
16,Kerala,74.61,900,30,-32,73.88,0,10,76.25,369.4
16,Madhya Pradesh,64.99,900,37,-25,61.9,0,23.3,80,309.5
16,Maharashtra,156.14,900,0,-70,154.6,0,20,76,773
16,North East,10.48,900,0,-44,10.38,0,28,95,51.9
16,Odisha,28.91,900,6,-25,27.8,0,26,94.2,139
16,Punjab,74.31,900,75,-3,72.15,0,30.8,75.5,360.75
16,Rajasthan,111.18,900,71,9,111.18,2.22,27,74,555.9
16,Uttar Pradesh E,109.22,900,29,-2,109.22,0,26,82,546.1
16,Uttar Pradesh W,140.68,900,30,-1,140.68,0,28,80,703.4
16,West Bengal,41.91,900,0,-22,41.5,0,23,87,207.5
17,Andhra Pradesh,144.31,900,45,-25,136.15,0,16,80,680.75
17,Assam,37.35,900,0,-31,36.99,0,26.2006043,92.9375739,184.95
17,Bihar,88.86,900,7,-24,88.86,0,25.11,85.32,444.3
17,Gujarat,146.71,900,30,-40,134.6,0,23,72,673
17,Haryana,30.24,900,61,-1,30.24,0,29.3,76,151.2
17,Himachal Pradesh,11.6,900,0,-62,11.49,0,31.79,77.1,57.45
17,Karnataka,122.65,900,44,-26,111.5,0,15,75,557.5
17,Kerala,74.61,900,30,-32,73.88,0,10,76.25,369.4
17,Madhya Pradesh,64.99,900,37,-25,61.9,0,23.3,80,309.5
17,Maharashtra,156.14,900,0,-70,154.6,0,20,76,773
17,North East,10.48,900,0,-44,10.38,0,28,95,51.9
17,Odisha,28.91,900,6,-25,27.8,0,26,94.2,139
17,Punjab,74.31,900,75,-3,72.15,0,30.8,75.5,360.75
17,Rajasthan,131.24,900,40,-22,131.24,0,27,74,656.2
17,Uttar Pradesh E,126.43,900,54,23,126.43,6.32,26,82,632.15
17,Uttar Pradesh W,147.71,900,25,-6,147.71,0,28,80,738.55
17,West Bengal,41.91,900,0,-22,41.5,0,23,87,207.5
18,Andhra Pradesh,144.31,900,45,-25,136.15,0,16,80,680.75
18,Assam,37.35,900,0,-31,36.99,0,26.2006043,92.9375739,184.95
18,Bihar,88.86,900,8,-23,88.86,0,25.11,85.32,444.3
18,Gujarat,146.71,900,30,-40,134.6,0,23,72,673
18,Haryana,30.24,900,61,-1,30.24,0,29.3,76,151.2
18,Himachal Pradesh,11.6,900,0,-62,11.49,0,31.79,77.1,57.45
18,Karnataka,122.65,900,44,-26,111.5,0,15,75,557.5
18,Kerala,74.61,900,30,-32,73.88,0,10,76.25,369.4
18,Madhya Pradesh,64.99,900,37,-25,61.9,0,23.3,80,309.5
18,Maharashtra,156.14,900,0,-70,154.6,0,20,76,773
18,North East,10.48,900,0,-44,10.38,0,28,95,51.9
18,Odisha,28.91,900,6,-25,27.8,0,26,94.2,139
18,Punjab,74.31,900,75,-3,72.15,0,30.8,75.5,360.75
18,Rajasthan,143.14,900,32,-30,141.73,0,27,74,708.65
18,Uttar Pradesh E,155.12,900,28,-3,155.12,0,26,82,775.6
18,Uttar Pradesh W,147.71,900,25,-6,147.71,0,28,80,738.55
18,West Bengal,41.91,900,0,-22,41.5,0,23,87,207.5
19,Andhra Pradesh,144.31,900,45,-25,136.15,0,16,80,680.75
19,Assam,37.35,900,0,-31,36.99,0,26.2006043,92.9375739,184.95
19,Bihar,88.86,900,8,-23,88.86,0,25.11,85.32,444.3
19,Gujarat,146.71,900,30,-40,134.6,0,23,72,673
19,Haryana,30.24,900,61,-1,30.24,0,29.3,76,151.2
19,Himachal Pradesh,11.6,900,0,-62,11.49,0,31.79,77.1,57.45
19,Karnataka,122.65,900,44,-26,111.5,0,15,75,557.5
19,Kerala,74.61,900,30,-32,73.88,0,10,76.25,369.4
19,Madhya Pradesh,64.99,900,37,-25,61.9,0,23.3,80,309.5
19,Maharashtra,156.14,900,0,-70,154.6,0,20,76,773
19,North East,10.48,900,0,-44,10.38,0,28,95,51.9
19,Odisha,28.91,900,6,-25,27.8,0,26,94.2,139
19,Punjab,74.31,900,75,-3,72.15,0,30.8,75.5,360.75
19,Rajasthan,143.14,900,32,-30,141.73,0,27,74,708.65
19,Uttar Pradesh E,155.12,900,28,-3,155.12,0,26,82,775.6
19,Uttar Pradesh W,147.71,900,25,-6,147.71,0,28,80,738.55
19,West Bengal,41.91,900,0,-22,41.5,0,23,87,207.5
